title,genre,sentiment,web_demand,competitor_price,price,sentiment_state
DNA Part 4,Drama/Romance,0.13494661417402173,28.15472821018566,1106.1872361061673,1161.0952364580767,medium
Kuberaa Part 4,Action/Sci-Fi/Thriller,0.40917607765355024,91.68098265334837,524.3630062339874,880.25573954958,high
Maargan Part 5,Comedy/Drama,0.30814035369844417,94.8568213502183,838.9789198396824,1157.4012970765357,high
Jurassic World: Rebirth Part 5,Crime/Thriller,0.15014483315248053,88.43145311689459,1023.304869209203,1279.6170529264514,medium
F1: The Movie Part 5,Action/Drama/Social/Thriller,0.5962641289999704,39.191051890474654,409.87915923060604,712.175189908112,high
DNA Part 5,Action/Sci-Fi/Thriller,0.3297946906122648,30.51416462877475,684.3970097636306,868.3572907757145,high
Kuberaa Part 5,Action/Drama/Social/Thriller,0.36506100267669916,24.819026782864753,780.6804774378977,926.065007528464,high
Maargan Part 6,Horror/Thriller,0.16044835484197068,40.385365426326516,1148.6187335212671,1239.5886007620766,medium
Jurassic World: Rebirth Part 6,Horror/Thriller,0.23013228009496345,46.345255395223674,358.4030223980834,615.227644605969,high
F1: The Movie Part 6,Action/Drama/Sports,0.05812287847009584,35.63564449397208,333.19825261907954,563.96843696897,low
DNA Part 6,Action/Sci-Fi/Thriller,0.39356219491990335,12.974565961049354,610.5641232240147,785.0955777454916,high
Kuberaa Part 6,Action/Sci-Fi/Thriller,0.34252907923866005,54.05074842498067,1187.0854086995405,1329.8520866027848,high
Maargan Part 7,Drama/Romance,0.26428228145150207,31.38737895931597,955.3947137506736,1093.7055561068557,high
Jurassic World: Rebirth Part 7,Comedy/Drama,0.5905205305878187,58.21972156672826,381.26079304896746,760.020904246546,high
F1: The Movie Part 7,Action/Sci-Fi/Thriller,0.4028099463348202,72.62315261117936,1072.5229243323479,1282.0414069939754,high
DNA Part 7,Action/Drama/Social/Thriller,0.34493365689338684,68.06555113685049,456.92978610449234,788.4761998818186,high
Kuberaa Part 7,Action/Sci-Fi/Thriller,0.44280128409894276,85.39390953165952,908.1211053353527,1169.3563677362583,high
Maargan Part 8,Action/Sci-Fi/Thriller,0.3643254974231806,69.39856414307611,1035.499980181094,1264.8870460940523,high
Jurassic World: Rebirth Part 8,Action/Sci-Fi/Thriller,0.22894704214749692,99.66283297821319,1168.8774161599142,1420.3857490740286,high
F1: The Movie Part 8,Comedy/Drama,0.4759882794248423,40.51268119438306,614.2886171513949,875.8381816974595,high
DNA Part 8,Crime/Thriller,0.07145106990136699,89.89930888848639,1065.8356038907614,1304.1138028517194,low
Kuberaa Part 8,Action/Sci-Fi/Thriller,0.42930724732986814,10.455542546159682,444.7272462757488,635.601469215083,high
Maargan Part 9,Action/Drama/Sports,-0.03794568934723758,99.50117163497386,458.3327274096108,797.6795926378479,low
Jurassic World: Rebirth Part 9,Action/Drama/Social/Thriller,0.42488205753360725,77.18422646062217,884.6696091424932,1147.472141298783,high
F1: The Movie Part 9,Drama/Romance,0.05401053678860937,58.82862074994094,757.932669154884,978.0931909938032,low
DNA Part 9,Horror/Thriller,0.11104855703744768,97.57094992772011,653.7879522000844,971.3778658605033,medium
Kuberaa Part 9,Horror/Thriller,0.185910144553265,41.50705669252081,880.5930258275083,1049.2110119666004,medium
Maargan Part 10,Drama/Romance,0.00935947328184511,75.02069037353547,552.6951261967702,830.5938030421094,low
Jurassic World: Rebirth Part 10,Crime/Thriller,0.09884166802180064,35.16043076170827,1095.144620039633,1181.702003715965,low
F1: The Movie Part 10,Action/Drama/Social/Thriller,0.5473237624573546,96.72579793803276,1067.708509920624,1376.9874334603314,high
DNA Part 10,Drama/Romance,0.05504809548211416,34.162737120114116,736.7518868486841,874.1121066281083,low
Kuberaa Part 10,Action/Drama/Sports,0.32101092403639536,72.64268170074757,813.0550530804285,1081.5895683949375,high
Maargan Part 11,Action/Drama/Sports,0.2558208718446,88.96357647351599,966.691755978784,1216.990922276048,high
Jurassic World: Rebirth Part 11,Action/Sci-Fi/Thriller,0.4418639469172602,59.753797921711694,566.8591292830187,858.2287015278332,high
F1: The Movie Part 11,Action/Drama/Sports,0.28044491198708527,92.19164973008242,760.2081589748441,1084.5705006678456,high
DNA Part 11,Action/Sci-Fi/Thriller,0.2816734378545581,16.38468252999349,657.1054444924996,816.3220124100426,high
Kuberaa Part 11,Horror/Thriller,0.16847307553596544,43.802465737594964,384.5837458567821,653.8286606672069,medium
Maargan Part 12,Drama/Romance,0.029986826226983662,23.953745505496975,1183.656799479478,1229.3285339446377,low
Jurassic World: Rebirth Part 12,Horror/Thriller,0.15854681946101085,13.361336987429297,1040.3405045936925,1090.6607497507912,medium
F1: The Movie Part 12,Horror/Thriller,0.0008462213468586055,84.50821034088298,544.3886242377677,853.2987464469604,low
DNA Part 12,Action/Drama/Social/Thriller,0.42696333682828647,14.651354905174692,778.2191684113332,926.4951013599758,high
Kuberaa Part 12,Drama/Romance,0.07344906341926613,21.947088001867282,1172.583180402743,1210.2863302647136,low
Maargan Part 13,Action/Drama/Sports,0.35480197439949523,34.374902613586684,695.0742786350725,885.7884293898132,high
Jurassic World: Rebirth Part 13,Drama/Romance,0.07673077986961556,17.27856699554779,685.4830274460969,794.4183027167272,low
F1: The Movie Part 13,Action/Drama/Social/Thriller,0.37997035929442247,24.079333840397744,525.2186083481358,732.3512566360522,high
DNA Part 13,Horror/Thriller,0.21838555144095584,56.502663168391,891.4001956501502,1095.8031041837235,high
Kuberaa Part 13,Comedy/Drama,0.3173168233864102,32.29578905510417,620.3754107861355,852.293061740908,high
Maargan Part 14,Comedy/Drama,0.4160613706821803,18.26191592320977,384.7412894417041,603.6279629158861,high
Jurassic World: Rebirth Part 14,Horror/Thriller,0.24438194281462286,52.67564461785927,388.0507445859013,690.4065094370027,high
F1: The Movie Part 14,Comedy/Drama,0.32050575255201397,49.04664843141757,658.6542609576361,896.0391151562587,high
DNA Part 14,Action/Drama/Sports,0.25018136111946765,58.54397035600563,915.5673924583269,1127.6800732514705,high
Kuberaa Part 14,Drama/Romance,0.26724357823922423,70.94515081446835,816.03033750474,1078.2446839402517,high
Maargan Part 15,Action/Sci-Fi/Thriller,0.6133033374656267,94.73183278988726,647.4923740206968,1017.537664818282,high
Jurassic World: Rebirth Part 15,Action/Sci-Fi/Thriller,0.28550514799285986,34.65650145890204,493.1302077375367,732.8409337901331,high
F1: The Movie Part 15,Horror/Thriller,0.15135672339476394,38.70780672643852,1060.387779872509,1170.897223142604,medium
DNA Part 15,Action/Drama/Sports,0.12617691488516503,54.64337088640656,923.6013228227455,1082.0462527922216,medium
Kuberaa Part 15,Action/Drama/Sports,0.33995998754332507,76.15639394234972,1023.1328373463638,1264.5007456776134,high
Maargan Part 16,Action/Sci-Fi/Thriller,0.17832389455170908,61.16682553749625,818.3321177322762,1055.1748372915424,medium
Jurassic World: Rebirth Part 16,Crime/Thriller,-0.0787671611931782,79.87716646677971,606.723186227716,854.9478394059176,low
F1: The Movie Part 16,Horror/Thriller,0.04659348813010722,71.18603019102213,965.9178844026371,1163.1344502692407,low
DNA Part 16,Crime/Thriller,0.23054788071543292,38.804464092755055,1105.9709056465804,1216.6851244809584,high
Kuberaa Part 16,Action/Sci-Fi/Thriller,0.3588709409340186,96.11207966138107,909.0929139818729,1236.1455246475,high
Maargan Part 17,Action/Drama/Social/Thriller,0.6912317639839972,50.36009697804878,563.8896945282581,896.6751689035319,high
Jurassic World: Rebirth Part 17,Action/Sci-Fi/Thriller,0.25593472611931833,95.15750885935212,1003.1664454240823,1282.856902219332,high
F1: The Movie Part 17,Drama/Romance,0.14877532271530852,15.180288401497986,794.575994091362,882.4689991118435,medium
DNA Part 17,Comedy/Drama,0.4824518316374555,73.5248335490825,1171.7867495767214,1418.7386570247252,high
Kuberaa Part 17,Action/Sci-Fi/Thriller,0.4613841341475425,19.101040851051124,375.6961255034977,637.8853344740572,high
Maargan Part 18,Comedy/Drama,0.3994557726208136,90.2707217899099,431.94433952282293,810.7988597198768,high
Jurassic World: Rebirth Part 18,Comedy/Drama,0.3051915658502675,83.15196105317523,1152.5237196454727,1354.5656566112082,high
F1: The Movie Part 18,Action/Sci-Fi/Thriller,0.22567147527882414,73.73630760248798,733.5002891677038,1021.0338909128197,high
DNA Part 18,Action/Drama/Social/Thriller,0.2962924065027862,91.57189465852623,400.0777340755362,816.9862690903027,high
Kuberaa Part 18,Crime/Thriller,0.042579855119232096,61.432572268450954,966.8764748196015,1111.0899739128106,low
Maargan Part 19,Comedy/Drama,0.5054692794223629,71.29354843872181,513.755824163223,876.0565228119026,high
Jurassic World: Rebirth Part 19,Action/Sci-Fi/Thriller,0.25543900275279174,88.17392153705143,501.2362546675074,847.0776042867872,high
F1: The Movie Part 19,Horror/Thriller,0.010325277981707764,13.906070496835548,1132.1789972012364,1151.0435655877714,low
DNA Part 19,Action/Drama/Social/Thriller,0.5097676098548832,97.2372282057189,770.7880597531339,1124.593513037205,high
Kuberaa Part 19,Action/Sci-Fi/Thriller,0.32981865574724,99.62482375264337,927.2325502774333,1225.8142321466266,high
Maargan Part 20,Crime/Thriller,0.08890680643704899,65.8119338021383,549.6430646830195,832.2249441145352,low
Jurassic World: Rebirth Part 20,Action/Drama/Social/Thriller,0.3790877610439015,30.64552711344547,539.344132467815,788.7894498974894,high
F1: The Movie Part 20,Comedy/Drama,0.4841755975777159,37.8574854657695,1032.4155177362538,1221.3450300783225,high
DNA Part 20,Action/Drama/Social/Thriller,0.43537005006992524,16.858034163924685,1146.478644421845,1218.5801841050732,high
Kuberaa Part 20,Crime/Thriller,0.17419630165294653,47.6418732661557,1139.455635018612,1278.9485158096654,medium
Maargan Part 21,Action/Drama/Sports,0.12682692324901743,47.01296049268321,999.842055361703,1139.273857810832,medium
Jurassic World: Rebirth Part 21,Action/Drama/Sports,0.07868654709091225,97.29229580331429,1057.9070308221378,1321.667431842114,low
F1: The Movie Part 21,Comedy/Drama,0.471868309227614,58.09116475265168,974.9196745229747,1188.6782625046117,high
DNA Part 21,Crime/Thriller,0.2516233322933896,95.02891568941853,1064.6826516096703,1331.7487875717602,high
Kuberaa Part 21,Action/Sci-Fi/Thriller,0.3260381230570648,32.62981955606186,547.2586173233179,758.5484520323631,high
Maargan Part 22,Action/Drama/Social/Thriller,0.5711614878088891,65.63154164121062,622.3464462295565,930.7606028804371,high
Jurassic World: Rebirth Part 22,Drama/Romance,0.17423336860831126,79.50865525620753,768.1471510007941,1070.1353480493544,medium
F1: The Movie Part 22,Action/Drama/Social/Thriller,0.4436741388539638,47.84822007985676,1006.2014375498786,1229.2216879358027,high
DNA Part 22,Horror/Thriller,0.10350765394198956,22.27343280280928,313.09019910109373,531.9726612791732,medium
Kuberaa Part 22,Horror/Thriller,0.36105784632233007,59.93340476880031,381.90188194619725,728.6235952861404,high
Maargan Part 23,Action/Drama/Sports,0.2700134419173423,80.52877114670288,656.8885040891432,934.771760003717,high
Jurassic World: Rebirth Part 23,Drama/Romance,0.34059072369269944,81.68245981064895,713.4121271515552,1029.4384946157288,high
F1: The Movie Part 23,Action/Sci-Fi/Thriller,0.22966175606448455,51.322218061443515,1182.0293177569292,1307.5450472853756,high
DNA Part 23,Comedy/Drama,0.33519450938442585,62.16849410245646,607.4068894108905,882.5920801492847,high
Kuberaa Part 23,Drama/Romance,0.039874809515288795,41.11005549914769,1107.1095689154106,1201.7591144313405,low
Maargan Part 24,Crime/Thriller,0.14677795462077098,64.17418559868642,501.46415931568856,783.8494503660675,medium
Jurassic World: Rebirth Part 24,Comedy/Drama,0.3969742381627559,25.93094358490721,379.8322803813501,616.3462265078263,high
F1: The Movie Part 24,Action/Sci-Fi/Thriller,0.18541432401500582,90.47955366063331,415.87355846967955,794.4039982914503,medium
DNA Part 24,Action/Drama/Sports,0.23980504875201436,81.94693590181384,865.110350541817,1133.5583887269195,high
Kuberaa Part 24,Drama/Romance,0.027394699580189724,43.955736871786534,302.3355219452819,556.491943679601,low
Maargan Part 25,Action/Drama/Social/Thriller,0.5614166700043426,26.60689174207396,488.41439100303927,752.8238583089773,high
Jurassic World: Rebirth Part 25,Drama/Romance,0.14648030615375163,78.3959868043827,778.1391785761807,1041.3217400388016,medium
F1: The Movie Part 25,Action/Drama/Sports,0.3351402092378829,90.56861539184794,760.5096979040995,1070.2812905016337,high
DNA Part 25,Drama/Romance,0.03302315661749099,19.43822498792328,963.6646854844372,999.5944105241667,low
Kuberaa Part 25,Action/Drama/Social/Thriller,0.43534271157574744,20.778591863732608,1101.4745526659053,1182.204308474202,high
Maargan Part 26,Action/Drama/Social/Thriller,0.28233186107278185,68.39405562624184,731.6238915788251,992.7685214711246,high
Jurassic World: Rebirth Part 26,Action/Drama/Social/Thriller,0.737432940349239,77.0895526765897,688.4935916067114,1069.3516864195387,high
F1: The Movie Part 26,Crime/Thriller,-0.05230762388803531,90.9682657430511,846.7997000642156,1079.9762983631865,low
DNA Part 26,Crime/Thriller,-0.03985675738191413,19.160422535836336,437.5732252658988,600.4256614953813,low
Kuberaa Part 26,Drama/Romance,0.26888010076522056,17.90988620861295,1025.2783980670292,1104.7098226312273,high
Maargan Part 27,Drama/Romance,0.22974842044783145,10.477000575784487,1177.5604466506284,1204.8811827314207,high
Jurassic World: Rebirth Part 27,Horror/Thriller,0.2500917187624381,93.64383902148272,801.0866037125368,1097.8293096661237,high
F1: The Movie Part 27,Action/Drama/Sports,0.34330121403883496,26.833937370177104,591.3113127638194,780.2030520064062,high
DNA Part 27,Crime/Thriller,0.16405820069491517,57.6856020863005,936.50708608,1105.806642264134,medium
Kuberaa Part 27,Horror/Thriller,0.2638592458777374,23.892644374678206,733.0260916693358,860.8085702197903,high
Maargan Part 28,Crime/Thriller,-0.07295800930091456,50.88411749971897,793.7428061443379,969.8865466644158,low
Jurassic World: Rebirth Part 28,Action/Drama/Sports,0.18980313211036154,71.33524500015363,984.2050739007179,1205.5764078570433,medium
F1: The Movie Part 28,Crime/Thriller,0.3389878272218324,81.48605049698162,396.02932510209246,762.3205432354272,high
DNA Part 28,Comedy/Drama,0.48711458733713087,94.45064111389341,463.1097595490941,870.6218207238413,high
Kuberaa Part 28,Crime/Thriller,0.11835118230877356,14.328517956767893,1003.3630335762734,1061.5617634475943,medium
Maargan Part 29,Crime/Thriller,0.04054839472757507,24.729034857913405,447.8392181378937,635.0011486411443,low
Jurassic World: Rebirth Part 29,Comedy/Drama,0.5153399737914885,91.70795174162643,584.5769240668451,954.865548842035,high
F1: The Movie Part 29,Action/Drama/Sports,0.3701213922163945,49.52214177131966,639.2499864824168,884.6024218513686,high
DNA Part 29,Crime/Thriller,0.17079243669696742,49.487020784950516,819.7376438155131,1038.2532904073246,medium
Kuberaa Part 29,Action/Sci-Fi/Thriller,0.37608213339698315,58.919757500258974,1115.8248998680924,1308.718208290844,high
Maargan Part 30,Crime/Thriller,-0.12890612569329973,39.95342073212359,957.4942231283713,1068.0302402407985,low
Jurassic World: Rebirth Part 30,Action/Drama/Sports,0.2838496407494414,65.80654803356622,780.1149827786894,1024.9564837107714,high
F1: The Movie Part 30,Drama/Romance,0.23281534903901052,80.0714745145676,428.81518699362266,793.3015626529135,high
DNA Part 30,Action/Drama/Social/Thriller,0.6509771312459625,88.90890730855745,607.8735738443168,1012.2482142344452,high
Kuberaa Part 30,Horror/Thriller,-0.02448029077073094,51.13001973535105,843.5620848652612,1009.1398045656382,low
Maargan Part 31,Drama/Romance,0.10557067399238884,30.632625570937734,950.0273115537597,1058.0985216648833,medium
Jurassic World: Rebirth Part 31,Action/Drama/Sports,0.25272647048188784,60.895751259067644,944.5611672596569,1143.770777908954,high
F1: The Movie Part 31,Crime/Thriller,-0.005838540284705207,91.76055052002656,825.0526152895084,1080.873971864396,low
DNA Part 31,Drama/Romance,0.21543656563540575,23.801626280447216,827.6068488151175,953.071259534866,high
Kuberaa Part 31,Horror/Thriller,0.17311658232048246,75.34860274561606,833.6666147329394,1074.6743216842328,medium
Maargan Part 32,Action/Drama/Social/Thriller,0.678216361853608,93.02494430595661,936.5147708820588,1292.3607510345066,high
Jurassic World: Rebirth Part 32,Action/Drama/Sports,0.18973521946946847,16.20293854304969,369.58895893990854,584.1665339523728,medium
F1: The Movie Part 32,Horror/Thriller,0.10103951797414192,98.63570790661011,1055.0082778013407,1303.8650159022245,medium
DNA Part 32,Horror/Thriller,0.15265738072995041,38.029983764107705,504.65605878940136,735.9766588217112,medium
Kuberaa Part 32,Drama/Romance,0.09119131736854472,40.16775174813108,1022.5681037382103,1130.1515470978045,low
Maargan Part 33,Comedy/Drama,0.3584758620003634,47.30541257832649,1077.1663265516613,1237.4595272215527,high
Jurassic World: Rebirth Part 33,Horror/Thriller,0.07100391002589462,76.37511232987735,706.9961468008264,947.7591031882845,low
F1: The Movie Part 33,Crime/Thriller,0.1471688105197841,24.896198568517644,330.4912442219355,525.762348829218,medium
DNA Part 33,Action/Sci-Fi/Thriller,0.508045986900535,66.90378591275774,311.7850109295003,665.2207929561334,high
Kuberaa Part 33,Comedy/Drama,0.494539882441174,51.30900892153117,801.5748320010431,1043.9265486030813,high
Maargan Part 34,Horror/Thriller,0.45733598032498607,16.036882964958473,974.96442335926,1089.5524196587694,high
Jurassic World: Rebirth Part 34,Crime/Thriller,0.043283683206460505,52.14086455972414,862.4783883459471,1043.7607557027407,low
F1: The Movie Part 34,Comedy/Drama,0.7069926839690334,15.913777548551714,997.9748550255096,1127.6066636681417,high
DNA Part 34,Drama/Romance,0.3929847728653969,53.29791535488273,747.3107539391241,1019.2870964023341,high
Kuberaa Part 34,Crime/Thriller,0.06573124059196513,87.56070589121656,1151.5039159202695,1344.3929705631147,low
Maargan Part 35,Action/Drama/Sports,0.3333223877620742,46.78607539882868,322.8477200943104,605.3436374951847,high
Jurassic World: Rebirth Part 35,Action/Drama/Social/Thriller,0.6222203346207938,32.84997076389739,476.50178972410754,724.044555420849,high
F1: The Movie Part 35,Drama/Romance,0.09754797337202262,68.74714970666872,514.3645029420538,805.3322910445371,low
DNA Part 35,Action/Drama/Sports,0.3749805319411215,96.63843866993872,1149.968753019546,1424.12304768942,high
Kuberaa Part 35,Horror/Thriller,0.13427666818825063,90.67022366690078,311.7017311596624,682.1181090898697,medium
Maargan Part 36,Drama/Romance,0.21888382470327847,21.049920069643765,1088.7996682877645,1163.4988467637857,high
Jurassic World: Rebirth Part 36,Comedy/Drama,0.5424027019206901,83.56992055645968,607.6356165280883,973.6201678550786,high
F1: The Movie Part 36,Action/Drama/Sports,0.2041488152473524,13.080529973847622,1047.5890559087247,1117.72299611304,high
DNA Part 36,Comedy/Drama,0.5746694736529587,49.2513876221785,565.0191835877258,828.7960716679578,high
Kuberaa Part 36,Action/Drama/Social/Thriller,0.516641514876289,98.68305810175612,723.9589074244329,1088.731301301005,high
Maargan Part 37,Action/Sci-Fi/Thriller,0.6278478728188407,76.7518249805799,928.961267844814,1187.4656942180968,high
Jurassic World: Rebirth Part 37,Action/Sci-Fi/Thriller,0.3377145496898717,85.14372131193691,1185.961962633197,1406.0139103297415,high
F1: The Movie Part 37,Action/Drama/Sports,0.2797306978849822,71.48654708009332,1040.3254883205066,1262.278360511345,high
DNA Part 37,Comedy/Drama,0.44917634329379214,16.045785992413908,664.7232792249199,859.656904263198,high
Kuberaa Part 37,Horror/Thriller,0.15308522798050656,10.989624579263243,423.19706706192653,596.8985604842521,medium
Maargan Part 38,Action/Sci-Fi/Thriller,0.49113761958045643,32.565759450543794,869.7882570217027,1037.1674598091588,high
Jurassic World: Rebirth Part 38,Comedy/Drama,0.26591257686683545,56.70259347545538,342.26937009754954,636.2652117956678,high
F1: The Movie Part 38,Action/Drama/Social/Thriller,0.5147207829369603,16.142473481868244,1053.3710916327263,1156.9230523688288,high
DNA Part 38,Crime/Thriller,0.23413119197001347,36.74095440608575,809.7641762672074,961.5267389915184,high
Kuberaa Part 38,Action/Drama/Sports,0.30198722263499833,22.150114967908625,735.3794477391715,887.2020776661437,high
Maargan Part 39,Action/Drama/Sports,0.1924362173762226,54.67296224811127,837.1585640252002,1037.1048366665523,medium
Jurassic World: Rebirth Part 39,Action/Drama/Sports,0.20198774102037065,40.99453588398099,616.3861450207969,860.3704498056682,high
F1: The Movie Part 39,Action/Sci-Fi/Thriller,0.5975027353630782,49.13446047433716,521.7618299151961,829.1620556330264,high
DNA Part 39,Crime/Thriller,0.06922143833201877,82.6687226635085,1165.8889071877059,1339.8826718290954,low
Kuberaa Part 39,Action/Sci-Fi/Thriller,0.3925566570899954,26.66196359547577,787.7108526405223,965.0171711278667,high
Maargan Part 40,Crime/Thriller,0.181669851771357,69.29050300396456,923.0489080660673,1148.1957911241177,medium
Jurassic World: Rebirth Part 40,Horror/Thriller,0.335484517237325,14.6436225992839,902.9257180950353,1024.7019480143829,high
F1: The Movie Part 40,Action/Drama/Sports,0.1249003669018153,38.156937085502875,408.470320907818,679.9933164796767,medium
DNA Part 40,Drama/Romance,0.19466397315170858,97.39524206488309,1149.8398402020905,1389.3604876571494,medium
Kuberaa Part 40,Action/Drama/Sports,0.3856633382183454,68.009198556324,885.1506153989053,1095.3056320649666,high
Maargan Part 41,Crime/Thriller,0.014422525058742877,89.6498520870953,777.2386193714101,1089.2070795777265,low
Jurassic World: Rebirth Part 41,Action/Drama/Sports,0.22389727467532045,38.37613040475493,785.5421631378035,959.9834185357236,high
F1: The Movie Part 41,Comedy/Drama,0.5730161313457146,56.81512988908587,684.1353509893779,987.8394409834672,high
DNA Part 41,Action/Drama/Social/Thriller,0.5082283989275426,94.51609286616066,1018.9049121962988,1343.6306273875525,high
Kuberaa Part 41,Drama/Romance,0.40977046432343833,34.45182739621036,658.458645578072,864.6064904404489,high
Maargan Part 42,Horror/Thriller,0.03181796748667709,76.38240714300024,514.8994311914721,781.2692729337676,low
Jurassic World: Rebirth Part 42,Crime/Thriller,-0.08613489036768235,86.75396395227112,943.9979837108177,1154.6669846450416,low
F1: The Movie Part 42,Comedy/Drama,0.44653151126132185,44.58939824437135,911.6825544237629,1111.3124868271848,high
DNA Part 42,Action/Drama/Social/Thriller,0.5563078873972572,98.40974635720734,1095.7790803183525,1383.1059031285292,high
Kuberaa Part 42,Crime/Thriller,0.09029004325966768,46.142221278293874,1054.043161754921,1172.9483723854353,low
Maargan Part 43,Horror/Thriller,0.22891686439078182,30.760283054598283,458.87522880495743,715.1679224377423,high
Jurassic World: Rebirth Part 43,Action/Drama/Sports,0.29685634933715227,66.68001306965378,494.6916207328982,814.6046283234078,high
F1: The Movie Part 43,Action/Sci-Fi/Thriller,0.36266007316234306,78.24146281336822,926.418556248413,1173.5339599013205,high
DNA Part 43,Crime/Thriller,0.04477769557190288,30.14358533403608,783.2769806040722,918.1911794204659,low
Kuberaa Part 43,Action/Sci-Fi/Thriller,0.1754332801006164,34.566343737068344,729.0091454973315,882.7625999492367,medium
Maargan Part 44,Crime/Thriller,0.1543499102789342,59.57716335482254,378.2880839202691,690.9800068736939,medium
Jurassic World: Rebirth Part 44,Action/Drama/Social/Thriller,0.3620680771985474,75.10781023197265,746.2881615708937,1028.1463158172999,high
F1: The Movie Part 44,Horror/Thriller,0.2907494768417256,61.41870477276167,895.9008090959081,1114.418248981405,high
DNA Part 44,Crime/Thriller,0.14094134178691303,56.91342809623734,1081.3447236463921,1238.0701494780058,medium
Kuberaa Part 44,Action/Drama/Social/Thriller,0.5820482181197365,72.77243155023552,912.1266945842704,1206.548777727575,high
Maargan Part 45,Drama/Romance,0.057173054858354944,89.34734194933151,1165.1837593664168,1373.0068527290632,low
Jurassic World: Rebirth Part 45,Action/Sci-Fi/Thriller,0.36296766314027035,76.9157430662447,444.6839064434774,789.9782474822453,high
F1: The Movie Part 45,Action/Drama/Social/Thriller,0.6567307866638954,33.28194976281172,473.81957812856376,765.9167911537411,high
DNA Part 45,Comedy/Drama,0.4691099068019903,66.86321743150015,533.8232229577438,865.2796561875863,high
Kuberaa Part 45,Action/Drama/Social/Thriller,0.4609061430334776,11.658494686439573,689.016705503261,839.4390490680354,high
Maargan Part 46,Action/Drama/Sports,0.3708981944106466,93.88252949590157,392.25875519161133,782.5256433336857,high
Jurassic World: Rebirth Part 46,Action/Drama/Social/Thriller,0.5518639647613568,95.25680994307042,449.7398282390451,871.3428813156842,high
F1: The Movie Part 46,Action/Drama/Social/Thriller,0.5132969674146877,41.129475125766106,858.8239659907294,1056.3755934951143,high
DNA Part 46,Crime/Thriller,0.041345191147865695,68.28162790617168,834.9562733056908,1073.5329359090435,low
Kuberaa Part 46,Action/Drama/Social/Thriller,0.4868961593001005,79.33666760270138,914.9658389458547,1172.8201604490696,high
Maargan Part 47,Action/Drama/Sports,0.23870082181319136,94.98732714620469,391.97425772434707,768.4788215641338,high
Jurassic World: Rebirth Part 47,Action/Sci-Fi/Thriller,0.4440014450053333,72.43140032033398,498.69265150988434,839.1020253942532,high
F1: The Movie Part 47,Action/Drama/Sports,0.17765631858931746,21.820161376844027,1081.2488902790637,1157.165146392623,medium
DNA Part 47,Horror/Thriller,0.17775872215444344,94.9254328150839,677.75458523351,988.9766791166826,medium
Kuberaa Part 47,Crime/Thriller,-0.08467724344714017,38.86684663943147,951.9804053527052,1037.5498131760203,low
Maargan Part 48,Action/Drama/Sports,0.1248460575809556,87.79224248556733,725.8889160224014,1040.5751167300816,medium
Jurassic World: Rebirth Part 48,Action/Drama/Social/Thriller,0.5269669357397072,79.89371675125676,993.8296601796468,1270.39221384887,high
F1: The Movie Part 48,Horror/Thriller,0.16297905771867502,81.71180450776248,564.7511760091302,880.8769247477998,medium
DNA Part 48,Action/Drama/Social/Thriller,0.6638112749547642,32.278596004303765,802.5714053248781,1044.8408881139435,high
